Data,label
"pa ganjar paling pemberani, wani nyuruduk agenda pak jokowi ngayakeun piala Dunia u20",positive
 erickthohir bukan argentina yg mau kita lawan tp maunya kita yg masuk Puala dunia kitablawan biar dunia raubklo Indonesia ada   salam piala dunia U20 dan salam waras ,positive
" ruhutsitompul Ingat piala dunia u20, wadas, bokep, joging",positive
antai² trus sampai kemiskinan di brebes tdk bisa diatasi santai² eh batalin piala dunia u20  saya sebagai warga jatang aj sangat kurang puas ats kepemimpinan ganjar apa yg mau dibanggakan eh mlah mau nyalon presiden ,positive
" KompasTV Percaya deh ,piala dunia U20 juga bisa digagalkan",positive
"Inilah ""Klasemen"" 4 Tim Semifinalis Piala Dunia U20 2023 ",positive
"Inilah ""Klasemen"" 4 Tim Semifinalis Piala Dunia U20 2023 ",positive
Piala Dunia U20 2023 Lahirkan Juara Baru,positive
"Jadwal Semifinal Piala Dunia U20, Uruguay vs Israel - Italia vs Korsel, Peluang Wakil Asia ke Final",positive
 KompasTV Wkwkwk ga kapok2  Terakhir  PDI_Perjuangan  pada komen urusan politik luar negri langsung piala dunia U20 batal & elektabilitas anjlok ,positive
 tvOneNews Telah berprestasi menggagalkan Indonesia menjadi juara piala dunia U20 ,positive
" logikapolitikid Biarin aja sih, Ganjar kemarin juga vidcall timnas pas sea games  Padahal dia nolak piala dunia U20",positive
" idextratime Disaat timnas Indonesia berbangga hati juara AFF level Asia Tenggara, timnas Israel lolos ke semifinal Piala Dunia U20 ",positive
Piala dunia U20 ,positive
 KakekHalal Bikin narasi kok otak buthek kalu FIFA be ekuk lutut a inya piala dunia U20 tetap di selenggarakan di Indonesia tanpa wakil israel tapi kalu israel masih jdi pe isipan dan indonesia gagal total dan tidak jd tuan rumah ya namanya tetap menang FIFA bikin narasi kok dubalik ,positive
 tanyakanrl Suka ngomongin gimana ceritanya indonesia gagal jd tuan rumah piala dunia u20,positive
 GIBOLofficial Seandainya piala dunia u20 jdi kmrn apa jga bakal kapasitas 50%,positive
"Piala Dunia U-20 2023 yang berlangsung di Argentina telah memasuki semifinal  Empat tim akan melanjutkan perjuangannya demi meraih supremasi te inggi 

#Sindonews #Infografis 
https://t co/XtVsNVKmyc https://t co/ujY6ZpMwxb",positive
"Hebat bener capres Pak uban  
Bisa, menaklukkan  FIFAcom   
Sehingga perhelatan piala Dunia U20 bisa Den uban batalkan  
Jokowi aja yg susah payah berusaha agar bisa terselenggara piala Dunia U20 tersebut",positive
"Bawono menilai, ini tak lepas dari gagalnya Indonesia sebagai tuan rumah Piala Dunia U20 yang oleh publik dianggap sebagai akibat dari manuver sejumlah elite PDI-P,",positive
 KompasTV tuh proposal kasus piala dunia u20  minta Israel ga ke Indoneisa  Di tolak FIFA ! malah tuan rumah juga diganti ,positive
Situasi ini disebut berkaitan dengan gagalnya Indonesia sebagai tuan rumah Piala Dunia U20 yang oleh publik,positive
Kerusuhan kanjuruhan membuat piala dunia U20 batal di gelar di indonesia ,positive
Indonesia kehilangan kesempatan menjadi tuan rumah piala dunia U20 ,positive
"Bawono menilai, ini tak lepas dari gagalnya Indonesia sebagai tuan rumah Piala Dunia U20 yang oleh publik dianggap sebagai akibat dari manuver sejumlah elite PDIP",positive
"Tak perduli kau anak nya siapa   
Tapi apa kau perduli dgn kerugian negara efek dr batal nya Piala Dunia U20?? 
Kau tahu betapa pusing nya Pak Jokowi memikirkan itu semua?? 
JILAT BOLEH,TAPI KAU LIHAT DAMPAK NEGATIF NYA BUAT NEGARA BLOK",positive
"Bawono menilai, ini tak lepas dari gagalnya Indonesia sebagai tuan rumah Piala Dunia U20 yang oleh publik dianggap sebagai akibat dari manuver sejumlah elite PDIP",positive
"Final UCL dan final Piala Dunia U20 2023 sebentar lagi 
Udah berlangganan paketnya belum? Ayo aktifkan paket Piala Dunia U20 cuma Rp29 000, bonus Vidio Platinum, dan bisa nonton final Champions League live di Vidio!",positive
"Prediksi Skor, Head to Head dan Line Up Laga Israel vs Uruguay di Semifinal Piala Dunia U20, Live di TV Mana?",positive
"Prediksi Skor, Head to Head dan Line Up, Korea Selatan vs Italia Semifinal Piala Dunia U20, Catat Jam Tanding ",positive
Tragedi Kanjuruhan Menyebabkan Indonesia Kehilangan Hak Jadi Tuan Rumah Piala Dunia U20  ,positive
FIFA Mengakui Tragedi Kanjuruhan sebagai Penyebab Gagalnya Piala Dunia U20 di Indonesia,positive
"Stormy15909228: Kerusuhan Kanjuruhan Berimbas pada Gagalnya Piala Dunia U20 di Indonesia  
",positive
FIFA Resmi Membatalkan Piala Dunia U20 di Indonesia Akibat Dampak Tragedi Kanjuruhan,negative
Tragedi Kanjuruhan Ditegaskan oleh FIFA sebagai Penyebab Batalnya Piala Dunia U20 di Indonesia  ,positive
"UpdateBolabola Yaelah Bukan itu poinnya, simpel aja dah, noh Piala dunia u20 berapa banyak sih yang tau dan yg nonton? Kenapa sepi? Ya karna antusiasnya ya beda    Bukan soal membeda2kan wkkwkw ngga ada juga yg mau membeda2kan",positive
Kerusuhan Kanjuruhan Berimbas pada Gagalnya Piala Dunia U20 di Indonesia  ,positive
Tragedi Kanjuruhan Menyebabkan Indonesia Kehilangan Hak Jadi Tuan Rumah Piala Dunia U20 ,positive
FIFA Resmi Membatalkan Piala Dunia U20 di Indonesia Akibat Dampak Tragedi Kanjuruhan ,negative
"FIFA Mengakui Tragedi Kanjuruhan sebagai Penyebab Gagalnya Piala Dunia U20 di Indonesia  
",positive
Tragedi Kanjuruhan Ditegaskan oleh FIFA sebagai Penyebab Batalnya Piala Dunia U20 di Indonesia  ,positive
FIFA Resmi Membatalkan Piala Dunia U20 di Indonesia Akibat Dampak Tragedi Kanjuruhan  ,negative
Kerusuhan Kanjuruhan Berimbas pada Gagalnya Piala Dunia U20 di Indonesia  ,positive
"FIFA Mengakui Tragedi Kanjuruhan sebagai Penyebab Gagalnya Piala Dunia U20 di Indonesia  
#RIMajuSejahteraBersamaGanjar Putri Ariani Full Video Chris Ma in Morgan CAT 3 Insidious Japan SEVENTEEN https://t co/NvUc51S2jR",positive
Tragedi Kanjuruhan Menyebabkan Indonesia Kehilangan Hak Jadi Tuan Rumah Piala Dunia U20,positive
 KompasTV    yang ditolak? ya Piala Dunia U20,positive
"PREDIKSI SKOR Israel vs Uruguay Semifinal Piala Dunia U20, Link Live Streaming Israel vs Uruguay",positive
"Jadwal Pe andingan Korea Selatan vs Italia di Semifinal Piala Dunia U20, Lengkap dengan Prediksi Skor",positive
" KakekHalal Luar biasa   keberanian  jokowi dan  gibran_tweet lewat dong dengan  ganjarpranowo   Tapi kalau menurut saya menolak piala dunia U20 itu bukan tindakan berani, melainkan tindakan untuk menyelamatkan diri",positive
tim sudah siap berjuang untuk bisa lolos ke final Piala Dunia U20 2023 Nantikan babak semi final FIFA World Cup U-20…,positive
"tim sudah siap berjuang untuk bisa lolos ke final Piala Dunia U20 2023 Nantikan babak semi final FIFA World Cup U-20 2023 mulai Jumat (9/6) dini hari, di aplikasi Vidio!",positive
FIFA Mengakui Tragedi Kanjuruhan sebagai Penyebab Gagalnya Piala Dunia U20 di Indonesia #RIMajuSejahteraBersamaGanjar lazlive Full Video Putri Ariani giselle PSHT Boti Pagiii Rabu Sarapan https://t co/rSldctS0wr,positive
Tragedi Kanjuruhan Menyebabkan Indonesia Kehilangan Hak Jadi Tuan Rumah Piala Dunia U20 #RIMajuSejahteraBersamaGanjar lazlive Full Video Putri Ariani giselle PSHT Boti Pagiii Rabu Sarapan https://t co/zp6TKivSzN,positive
Tragedi Kanjuruhan Ditegaskan oleh FIFA sebagai Penyebab Batalnya Piala Dunia U20 di Indonesia #RIMajuSejahteraBersamaGanjar lazlive Full Video Putri Ariani giselle PSHT Boti Pagiii Rabu Sarapan,positive
FIFA Resmi Membatalkan Piala Dunia U20 di Indonesia Akibat Dampak Tragedi Kanjuruhan #RIMajuSejahteraBersamaGanjar lazlive Full Video Putri Ariani giselle PSHT Boti Pagiii Rabu Sarapan,positive
Kerusuhan Kanjuruhan Berimbas pada Gagalnya Piala Dunia U20 di Indonesia #RIMajuSejahteraBersamaGanjar lazlive Full Video Putri Ariani giselle PSHT Boti Pagiii Rabu Sarapan,positive
FIFA Mengakui Tragedi Kanjuruhan sebagai Penyebab Gagalnya Piala Dunia U20 di Indonesia #RIMajuSejahteraBersamaGanjar lazlive Full Video Putri Ariani giselle PSHT Boti Pagiii Rabu Sarapan,positive
Tragedi Kanjuruhan Menyebabkan Indonesia Kehilangan Hak Jadi Tuan Rumah Piala Dunia U20 #RIMajuSejahteraBersamaGanjar lazlive Full Video Putri Ariani giselle PSHT Boti Pagiii Rabu Sarapan,positive
 yusuf_dumdum Keren2 mmng bacapres 2024 prestasinya mengharumkan nama bangsa indonesia,positive
ASEAN Para Games 2023 Aldila Sutjiadi Didiskualifikasi Zlatan Ibrahimovic Piala Dunia U20,positive
 idextratime Pak ganjar subsidi tiket pak karena bapak udah menggagalkan ajang Piala Dunia u20 nih udah disodorin Palestina beli tiketnya jangan ngomong doang pencitraan doang  ganjarpranowo,positive
Kerusuhan Kanjuruhan Berimbas pada Gagalnya Piala Dunia U20 di Indonesia,positive
FIFA Mengakui Tragedi Kanjuruhan sebagai Penyebab Gagalnya Piala Dunia U20 di Indonesia,positive
Tragedi Kanjuruhan Menyebabkan Indonesia Kehilangan Hak Jadi Tuan Rumah Piala Dunia U20,positive
Tragedi Kanjuruhan Ditegaskan oleh FIFA sebagai Penyebab Batalnya Piala Dunia U20 di Indonesia ,positive
FIFA Resmi Membatalkan Piala Dunia U20 di Indonesia Akibat Dampak Tragedi Kanjuruhan ,negative
Kerusuhan Kanjuruhan Berimbas pada Gagalnya Piala Dunia U20 di Indonesia,positive
FIFA Mengakui Tragedi Kanjuruhan sebagai Penyebab Gagalnya Piala Dunia U20 di Indonesia,positive
Tragedi Kanjuruhan Menyebabkan Indonesia Kehilangan Hak Jadi Tuan Rumah Piala Dunia U20,positive
 Cimbara  Dennysiregar7 Betulll    Sepe i si ganjar yg ngomong sa' penak udellll     Syg Indonesia batal mjd tuan rumah Piala Dunia U20,positive
 Dennysiregar7 Kayak Ganjar juga yaaa     Melewati kewenangan Presiden u membatalkan Indonesia sbg Tuan Rumah Piala Dunia U20   ,positive
Cesare Casadei Top Skor Piala Dunia U20 2023?,positive
" Dennysiregar7 3 kandidat bacapres mempunyai PRESTASI mengharumkan bangsa INDONESIA 
•Prabowo KLAUSAL PERDAMAIAN
•Ganjar PIALA DUNIA U20
•Anies FORMULA E",positive
" KakekHalal Turun Elektabilitas karena 
1  Nolak Piala dunia U20
2  Hanya Petugas Pa ai 
3  Kinerja di Jateng ",positive
 geloraco Berani gagalkan event piala Dunia u20 di Indonesia ,positive
"SIARAN LANGSUNG Uruguay vs Israel, Italia vs Korsel, Jam Tayang Link Live Semifinal Piala Dunia U20",positive
 setkabgoid Alah menolak kesempatan piala dunia u20 petugas pa ai PDI    Tak akan lupa,positive
"   IDNTimesSpo : 5 Wonderkid Termahal di Piala Dunia U-20 2023 Argentina, Fantastis!",positive
"5 Wonderkid Termahal di Piala Dunia U-20 2023 Argentina, Fantastis! ",positive
"Coba kalau tetap di Indo, bisa ribut terus sampai sekarang, Tim Israel sudah sampai semifinal U20 WC",positive
Piala Dunia U20 2023 Lahirkan Juara Baru,positive
" Gus_Raharjo Ya piala dunia u 20 gagal di indonesia karna org dekat pak jokowi itu yg harus di gaungkan ,duit ratusan milliar di buang2 untuk persiapan piala dunia u20 di indonesia ",positive
" kiranaaa1998  erickthohir Mba fasilitas jgn di salah kan Jakabaring Palembang sukses jadi tuan rumah sea games  piala AFF, asian games dan yg terbaru jadi venue piala dunia u20, tapi memang orng² PSSI nya aja yg cuma tau di pekansari dan pulau jawa doang",positive
" ahlansarifudin6  erickthohir pak Jakabaring itu udah bagus banget, udah sukses jadi tuan rumah sea games, asian games, AFF dan jadi Vanue Piala dunia u20  jadi kalau ngomongin fasilitas gk usah di ragukan lagi",positive
Menggagalkan  Piala Dunia U20  Bersama kelompok,positive
"Prediksi Tim Melaju ke Final Piala Dunia U20, Korsel dan Israel Berpeluang Kejutan Tim Favorit",positive
Barca ke Jepang harusnya bawa Niko Takahashi tapi dia lagi libur setelah Piala Dunia u20,positive
Jadwal Semifinal Piala Dunia U20: Korea Selatan Menantang Italia,positive
"Stadion Bali bags bgt, yg harusnya buat piala dunia u20 wkwkwk",positive
ganjarpranowo piala dunia u20,positive
Enak bener venue buat Piala Dunia U20 yang ngga jadi dipake    alus beneer,positive
"Karena Tragedi Kanjuruhan, FIFA Batalkan Piala Dunia U20 di Indonesia",negative
Indonesia Batal menjadi Tuan Rumah Piala Dunia U20 imbas dari tragedi kanjuruhan yang belum selesai ,positive
FIFA Menyoroti Kasus dari Tragedi Kanjuruhan dan mencabut hak indonesia mmenjadi tuan rumah piala dunia u20 ,positive
Dampak Tragis di Kanjuruhan menjadi alasan FIFA mencabut hak tuan rumah Piala Dunia U20,positive
Dampak Tragedi Kanjuruhan Menjadi Sebuah Hambatan untuk Indonesia Menjadi Tuan Rumah Piala Dunia U20,positive
FIFA Menyoroti Kasus dari Tragedi Kanjuruhan dan mencabut hak indonesia mmenjadi tuan rumah piala dunia u20  ,positive
Dampak Tragedi Kanjuruhan Menjadi Sebuah Hambatan untuk Indonesia Menjadi Tuan Rumah Piala Dunia U20 ,positive
Dampak Tragis di Kanjuruhan menjadi alasan FIFA mencabut hak tuan rumah Piala Dunia U20 ,positive
"Indonesia Batal menjadi Tuan Rumah Piala Dunia U20 imbas dari tragedi kanjuruhan yang belum selesai  
",positive
"Karena Tragedi Kanjuruhan, FIFA Batalkan Piala Dunia U20 di Indonesia  
",negative
ganjarpranowo Ini timnas Senior   INDONESIA vs PALESTINA di FIFA matchday ada poin di rangking FIFA  Kalo Piala Dunia U20 junior dibatalkan di Indonesia ngak ada poin di FIFA  Mau Israel Juara ngak ada poinnya ,positive
"Piala dunia U20 di indonesia batal,disebabkan faktor keamanan imbas kerusuhan kanjuruhan",positive
Faktor keamanan yg belum kondusif FIFA menilai indonesia belum siap jadi tuan rumah piala dunia U20,positive
" Rich1467552  BurhanMuhtadi  kurawa  muchlis_ar  saifulmujani  LSI_Lembaga  indikatorcoid  andre_rosiade  Gerindra  habiburokhman  SantorinisSun  DavidWijaya82 Memangnya prestasi Ganjar apa? 
Yang saya tau prestasi Ganjar melawan perintah presiden, sehingga mempermalukan presiden di dunia sepakbola  Menyebabkan kerugian milyaran pengusaha UMKM yang sudah membuat merchandise Piala Dunia U20 Sampai sekarang tidak ada kata maaf dari Ganjar",positive
Tidak bisa dibayangkan jika Piala dunia U20 tetap digelar di Indonesia!,positive
Tidak bisa dibayangkan jika Piala dunia U20 tetap digelar di Indonesia!,positive
" wadas, piala dunia u20",positive
Ga Kebayang si kalo ini terjadi di Indonesia dan Israel bisa menjuarai Piala dunia u20 ini ,positive
Ga Kebayang si kalo ini terjadi di Indonesia dan Israel bisa menjuarai Piala dunia u20 ini ,positive
" FaktaSepakbola Percayalah, apa yg  erickthohir dan  PSSI lakukan ini, jauh lbh bermanfaat bgi rakyat Palestina, ketimbang mereka yg menolak Israel be anding pada Piala Dunia U20 yg telah batal di Indonesia itu ",positive
 ganjarpranowo Tapi tidak sejalan sewaktu piala dunia u20,positive
Mimpi piala Dunia U20 karena  ganjarpranowo dan  PDI_Perjuangan,positive
Tidak bisa dibayangkan jika Piala Dunia U20 tetap digelar di Indonesia,positive
Tidak bisa dibayangkan jika Piala dunia U20 tetap digelar di Indonesia!!,positive
Ganjar dianggap sebagai salah satu biang keroknya lantaran menolak Timnas Israel U20 yang membuat FIFA memindahkan tuan rumah Piala Dunia U20 ke Argentina,positive
"Burhanuddin menjelaskan, elektabilitas Ganjar memang sempat merosot karena pembatalan Piala Dunia U20",positive
"Mengundang parasit Semua ini demi menyenangkan PDIP, Jokowi, ganjar, gubernur bali dan segenap supo er palestina di negri terkutuk indonesia yg menolak tuan rumah piala dunia U20
Ini menjadi ironi dan lelucon yg bisa dikenang sampai beberapa generasi ",positive
Indonesia Batal menjadi Tuan Rumah Piala Dunia U20 imbas dari tragedi kanjuruhan yang belum selesai #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback 100% Maldini ,positive
"Karena Tragedi Kanjuruhan, FIFA Batalkan Piala Dunia U20 di Indonesia #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback 100% Maldini Pendekar Fajri",positive
"Pak, bagi-bagi tiket Indonesia vs Palestina gak sih?  ganjarpranowo  Itung2 syukuran Piala Dunia U20 gak jadi di Indonesia gitu ",positive
FIFA Menyoroti Kasus dari Tragedi Kanjuruhan dan mencabut hak indonesia mmenjadi tuan rumah piala dunia u20 #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback,positive
Dampak Tragedi Kanjuruhan Menjadi Sebuah Hambatan untuk Indonesia Menjadi Tuan Rumah Piala Dunia U20 #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback 100% Maldini Pendekar Fajri ,positive
Dampak Tragis di Kanjuruhan menjadi alasan FIFA mencabut hak tuan rumah Piala Dunia U20  #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback 100% Maldini Pendekar Fajri,positive
Indonesia Batal menjadi Tuan Rumah Piala Dunia U20 imbas dari tragedi kanjuruhan yang belum selesai #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback 100% Maldini Pendekar Fajri,positive
"Karena Tragedi Kanjuruhan, FIFA Batalkan Piala Dunia U20 di Indonesia #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback 100% Maldini Pendekar Fajri ",positive
" nalar_logis  SantorinisSun Tanya donk, andai Piala Dunia U20 di sini & karena kehadiran Israel dinyatakan DPR menyalahi Undang-Undang hingga ada kemungkinan Pak De dimakzulkan, anda akan di mana? Saya termasuk yg tidak setuju pencampuran bola & politik, tapi di sisi lain banyak manusia ajaib di negara ini ",positive
Ganjar dianggap sebagai salah satu biang keroknya lantaran menolak Timnas Israel U20 yang membuat FIFA memindahkan tuan rumah Piala Dunia U20 ke Argentina ,positive
"Burhanuddin menjelaskan, elektabilitas Ganjar memang sempat merosot karena pembatalan Piala Dunia U20",positive
Ganjar dianggap sebagai salah satu biang keroknya lantaran menolak Timnas Israel U20 yang membuat FIFA memindahkan tuan rumah Piala Dunia U20 ke Argentina ,positive
"Burhanuddin menjelaskan, elektabilitas Ganjar memang sempat merosot karena pembatalan Piala Dunia U20 ",positive
 SuramaduJingga Ingat piala dunia u20 dan banjir Madiun ingat GANJAR,positive
FIFA Menyoroti Kasus dari Tragedi Kanjuruhan dan mencabut hak indonesia mmenjadi tuan rumah piala dunia u20,positive
Dampak Tragedi Kanjuruhan Menjadi Sebuah Hambatan untuk Indonesia Menjadi Tuan Rumah Piala Dunia U20 ,positive
Dampak Tragis di Kanjuruhan menjadi alasan FIFA mencabut hak tuan rumah Piala Dunia U20,positive
Indonesia Batal menjadi Tuan Rumah Piala Dunia U20 imbas dari tragedi kanjuruhan yang belum selesai ,positive
"Karena Tragedi Kanjuruhan, FIFA Batalkan Piala Dunia U20 di Indonesia #GanjarPilihanTepatRakyatRI Nunung LEBIH GEDE WOY lebih berasa cuy Lemper PSHT Cashback 100% Maldini Pendekar",positive
kalo Indonesia U20 mah masih planga plongo barengan mah  ganjarpranowo sama  PDI_Perjuangan     asik selphiiii mreka ,positive
"Timnas Korea Selatan dan Uruguay melaju ke semifinal Piala Dunia U20 usai menyingkirkan lawan masing-masing dalam laga perempatfinal  Uruguay menghadapi Israel dalam babak semifinal, Jumat (9/6), dan Korea Selatan menantang Italia, di hari yang sama
",positive
 ganjarpranowo piala dunia u20 diselenggarakan di desa israel,positive
"Patahkan Stigma Buruk, Korea Selatan Sukses Tembus Semifinal Piala Dunia U20",positive
Piala Dunia U20 2023 Lahirkan Juara Baru ,positive
" ganjarpranowo Bersama koster, dibatalkan  piala Dunia u20 di Indonesia ",positive
Gelar piala dunia U20 Argentina teryata Timm unggulan tersingkir oleh Timm medioker kuda hitam selamat tuk tim israel korsel…,positive
"MySumatera: Mau dipake olahraga atau diacara apapun intinya emang harus di maintenance berkala ya kan pak  erickthohir 
",positive
Ya moga aja GK hoak LG dulu saya sdh persiapan semua untuk nonton live piala dunia U20 dr atribut yang sdh di keluarkan jg dana untuk beli tiket dan ginap hotel sdh beli tp ujung gagal jd tuan rumah piala dunia U20,positive
Gelar piala dunia U20 Argentina teryata Timm unggulan tersingkir oleh Timm medioker kuda hitam selamat tuk tim israel korsel kolambia dan Uruguay,positive
Ini Rekrutan Pe ama Chelsea,negative
"Selama bukan FIFA matchday, persija bisa punya kuasa buat ga lepas dlu pemainnya  Contoh kek kemarin persiapan piala Dunia u20",positive
"Kendry Paez, salah satu bintang Ekuador di Piala Dunia U20  Bagian dari proyek Chelsea untuk masa depan ",positive
Ingat piala dunia U20,positive
"Cesare Casadei Top Skor Piala Dunia U20, Berhasil Bawa Italia Melaju ke Semifinal",positive
"Tuh finalx di Indonesia, U20 ganjar pranowoCEK FAKTA: FIFA Setuju Final Piala Dunia U-20 2023 di Indonesia ",positive
Fakta Menarik Semifinal Piala Dunia U20: Dominasi Israel dan Korea Selatan Hingga Gugurnya Tim Elit,positive
"Jadwal Semifinal Piala Dunia U20: Uruguay vs Israel, Wakil Asia Bentrok dengan Italia",positive
 Tim Sepakbola U20 Korea Selatan berhasil lolos ke semifinal Piala Dunia U20,positive
"Tim Sepakbola U20 Korea Selatan berhasil lolos ke semifinal Piala Dunia U20   Korea Selatan berhasil mengalahkan Nigeria 1-0 di babak perempat final  Korea Selatan menjadi satu-satunya wakil Asia yg tersisa, dan akan menghadapi Italia di Semifinal",positive
" matakudoea Kenapa lagi sih nyet   
Belum kelar juga kau ngehalu Oya nyet,makasih ya nyet udah like cuitan gue tentang kritik gue ke GP soal Piala Dunia U20 Gue jadi sedikit terharu nih nyet ",positive
"Kok kepikiran laga Indonesia vs Argentina dibuka dengan beberapa lagu dari  5ecretNumber ya hehehe,karena acara piala dunia U20 gak jadi bisa lah undang SN pak  erickthohir ",positive
"Sudah mulai menuju babak penetuan nih, siapa tim yang bakal meraih juara pada edisi Piala Dunia U20 2023?",positive
"Sudah mulai menuju babak penetuan nih, siapa tim yang bakal meraih juara pada edisi Piala Dunia U20 2023?",positive
"Jadwal Semifinal Piala Dunia U20 2023: Uruguay vs Israel, Italia vs Korsel",positive
"Padahal, tingkat keterpilihan Ganjar sempat meningkat dari 19,8% usai batalnya Piala Dunia U20 ",positive
Indonesia menjadi tuan rumah Piala Dunia U20 Kemarahan publik terarah,positive
akibat batalnya Indonesia menjadi tuan rumah Piala Dunia U20 ,positive
"TIMNAS Korea Selatan dan Uruguay melaju ke babak semifinal Piala Dunia U20 usai menyingkirkan lawan masing-masing pada di perempat final, Senin, (5/6) dini hari WIB",positive
Timnas Korea Selatan dan Uruguay melaju ke babak semifinal Piala Dunia U20 usai menyingkirkan lawan masing-masing,positive
Timnas Korea Selatan dan Uruguay melaju ke babak semifinal Piala Dunia U20 usai menyingkirkan lawan masing-masing pada di perempat final  #WorldCupU20,positive
Kejadian Kelam Kanjuruhan menjadi Faktor FIFA mencabut status tuan rumah indonesia di Gelaran Piala Dunia u20 ,positive
Tragedi Kerusuhan Supo er menjadi alasan Indonesia belum siap menggelar piala dunia u20 ,positive
"ChusnurD: Indonesia Dicoret menjadi tuan rumah piala dunia u20 imbas kerusuhan yang terjadi di Kanjuruhan  
",positive
"Efek Kanjuruhan menjadi alasan pembatalan Pegelaran piala dunia u20  
",positive
"Imbas dari kerusuhan yang terjadi di Kanjuruhan, Piala dunia u20 tak jadi digelar di Indonesia",positive
" idextratime setidaknya mereka dan kita punya kesamaan    
sama2 kecewa piala dunia u20 gagal di Indonesia",positive
Indonesia Dicoret menjadi tuan rumah piala dunia u20 imbas kerusuhan yang terjadi di Kanjuruhan  ,positive
 Efek Kanjuruhan menjadi alasan pembatalan Pegelaran piala dunia u20 ,positive
Kejadian Kelam Kanjuruhan menjadi Faktor FIFA mencabut status tuan rumah indonesia di Gelaran Piala Dunia u20 ,positive
"Imbas dari kerusuhan yang terjadi di Kanjuruhan, Piala dunia u20 tak jadi digelar di Indonesia ",positive
 Tragedi Kerusuhan Supo er menjadi alasan Indonesia belum siap menggelar piala dunia u20 ,positive
"Imbas dari kerusuhan yang terjadi di Kanjuruhan, Piala dunia u20 tak jadi digelar di Indonesia ",positive
Efek Kanjuruhan menjadi alasan pembatalan Pegelaran piala dunia u20 ,positive
Indonesia Dicoret menjadi tuan rumah piala dunia u20 imbas kerusuhan yang terjadi di Kanjuruhan  ,positive
"Tragedi Kerusuhan Supo er menjadi alasan Indonesia belum siap menggelar piala dunia u20  
#GanjarPilihanTepatNKRI CAT 3 Indonesia vs Argentina JENNIE RUBY JANE IS DYANNE yoongi hyung APA ITU BRO jungkook hobi hyung https://t co/B5SdJAhVU2",positive
Kejadian Kelam Kanjuruhan menjadi Faktor FIFA mencabut status tuan rumah indonesia di Gelaran Piala Dunia u20 ,positive
Daftar Tim Lolos 16 Besar Piala Dunia U20: Korsel dan Uzbekistan Bawa Nama Asia,positive
"Israel Bikin Kejutan, Tembus Semi Final Piala Dunia U20 Usai Kalahkan Brazil  Ini 4 Tim Yang Lolos Semi Final",positive
 msaid_didu Piala dunia u20 gagal di indonesia itu bagi saya karma formula e yg dijegal dari aspal ga boleh dijual sampe2 bumn kaya milik mereka aja,positive
 idextratime Final Palestina vs Indonesia demi dunia yg damai kata kwan kwan yg menolak Piala dunia U20 kemarin,positive
Tragedi Kerusuhan Supo er menjadi alasan Indonesia belum siap menggelar piala dunia u20 #GanjarPilihanTepatNKRI Senin APA ITU BRO Zlatan Pendekar Jogja Kemenpora Alan Walker kondang CAT 3 Indonesia vs ,positive
Kejadian Kelam Kanjuruhan menjadi Faktor FIFA mencabut status tuan rumah indonesia di Gelaran Piala Dunia u20 #GanjarPilihanTepatNKRI Senin APA ITU BRO Zlatan Pendekar Jogja Kemenpora Alan Walker kondang CAT 3 Indonesia vs Argentina ,positive
"Imbas dari kerusuhan yang terjadi di Kanjuruhan, Piala dunia u20 tak jadi digelar di Indonesia ",positive
Efek Kanjuruhan menjadi alasan pembatalan Pegelaran piala dunia u20 ,positive
Indonesia Dicoret menjadi tuan rumah piala dunia u20 imbas kerusuhan yang terjadi di Kanjuruhan ,positive
Tragedi Kerusuhan Supo er menjadi alasan Indonesia belum siap menggelar piala dunia u20 ,positive
Kejadian Kelam Kanjuruhan menjadi Faktor FIFA mencabut status tuan rumah indonesia di Gelaran Piala Dunia u20 ,positive
Kegagalan piala dunia U20 di indonesia di sebabkan peristiwa kanjuruhan,positive
Dramatis! Israel ke Semifinal Piala Dunia U20 Usai Kalahkan Brazil 3-2,positive
 wasallreadysick  idextratime Memang lagi bagus tim u20 nya terbukti jadi wakil UEFA di piala dunia u20 setelah runner-up euro u20,positive
Jadwal Final & Perebutan tempat ketiga,positive
"Piala Dunia U20 edisi 2023 menghadirkan sebuah dongeng yang cukup menarik, dengan Timnas Israel sebagai protagonis",positive
" PSSI Kak, apkh bs? Tgl nya diganti di 12 Juni 2023, Momennya Pas tuh kak dgn Final Piala Dunia U20  Jadi dlm sehari kt bs mlht Indonesia Vs Argentina dan Final Piala Dunia U20 sekaligus meliht ksukssan Argentina jd tuan Rumah Piala dunia U20 ",positive
"Juara be ahan Ukraina dipastikan urung mempe ahankan gelar lantaran gagal menembus babak kualifikasi zona Eropa  
",positive
